tweet_id,airline_sentiment,whole_tweet,emoticon,mentions,hashtags,airline,n_words,n_words_mayus,n_words_mayus_len,n_suspensivos,n_exclamations,n_questions,len_tw
946728280438210562,negative,hola iberia hay alguna razon por la cual desde hace ya una semana es imposible reservar asiento a traves de la web ,[],['Iberia'],[],['iberia'],23,0,0,1,0,1,115
923241673815097345,negative,ryanair retrasa hasta el 15 enero su cambio en la politica de equipaje de mano,[],[],[],['ryanair'],16,0,0,0,0,0,78
948365333378813955,neutral,plaza de espana en sevilla,[],[],[],[],5,0,0,0,0,0,26
948544634854223872,negative,iberia en la pagina de reclamaciones de iberia no se puede hacer una reclamacion sin numero de billete esto imposibilita poner reclamaciones a los usuarios antes de hacer la facturacion en su numero de telefono no men han podido ayudar en este sentido ayuda por favor ,[],['Iberia'],[],"['iberia', 'iberia']",46,0,0,0,0,0,268
944934997370294272,neutral,la pista es demasiado pequena por tal motivo solo el iberia de madrid aterriza y se va al el salvador porque no da para mas igual el turismo no lo cuidamos aca ,[],[],[],['iberia'],32,0,0,0,0,0,160
946335516076756992,neutral,jajjaja y es de ryanair jajjaja ,[],['Ryanair'],[],['ryanair'],8,0,0,0,0,0,32
934032487789027328,neutral,pon directo vuelo con iberia a tokyo 10 dias desde 2 990 tax incl ,[],[],[],['iberia'],14,1,6,0,0,0,66
936463100856950784,neutral,ahi conteste su md,[],[],[],[],4,1,2,0,0,0,18
927958032725823488,positive,en un mes dire holacoruna podre decir tambien holacolombia pic twitter com sr3nngnwax,"['1f483', '1f483']",[],"['HolaCoruña...', 'HolaColombia??']",[],10,0,0,1,0,2,85
948605078021267456,neutral,y eso que no hablamos de iberia,[],[],[],['iberia'],7,1,1,0,0,0,31
935139905294012418,negative,es un robo en eso esta el negocio si lo coges abierto pagas mas si lo quieres cambiar mas aun en el ave eso no pasa por eso a bcn siempre voy en ave me ahorro disgustos ,[],[],[],[],37,1,3,1,0,0,169
933843093929058305,neutral,flightdeal sarasota srq venice vce usd 622 rt w iberia,[],[],['flightdeal'],['iberia'],12,4,15,0,0,0,54
946454986912927747,negative,menuda verguenza iberia tanto vuestro servicio de atencion al cliente como la propia compania os reis de uno y os quedais tan anchos desde luego no volveremos a volar con vosotros ,[],['Iberia'],[],['iberia'],31,0,0,0,0,0,180
938385229697421312,negative,al hacer el check in online en companias aereas como vueling y ryanair ryanair es te das cuenta que ahora es necesario pagar para que los 2 asientos que compras vayan juntos es una verguenza que se juegue con esto para que ganeis 2 duros mas consumidores,[],"['vueling', 'Ryanair', 'Ryanair_ES,', 'consumidores']",[],"['vueling', 'ryanair']",47,0,0,0,0,0,254
930698066348343297,negative,ojala eso en los aviones en vez de la musiquita tan horrible de ryanair,[],[],[],[],14,0,0,0,0,0,71
941037988091453442,negative,wtf iberia,[],[],[],['iberia'],2,0,0,0,0,0,10
937360327297126402,negative,iberia nos ha dejado en tierra y han borrado el comentario pesima empresa ,[],[],[],['iberia'],13,0,0,0,0,0,74
944338045079379968,positive,y nosotros deseando conocer esos planes viajeros eso si a descansar primero un poco tras la vuelta del chinchetatrip muy felices fiestas ,[],[],['chinchetatrip!'],[],22,1,2,0,4,0,137
945630557450506240,neutral,gracias espero que me solucionen la incidencia lo antes posible ,[],[],[],[],10,0,0,0,0,0,64
926766687206215680,neutral,ultimo vuelo en la flota de cercanias de nuevo a la flota imperial de iberia,[],[],[],['iberia'],17,1,6,0,0,0,76
934565731206877186,neutral,iberia si viajo en klm obtengo avios en vuestra web no me aparece como compania asociada al programa de puntos sin embargo el vuelo que tengo en unas semanas me aparece en la app de iberia saludos,[],['Iberia'],[],"['iberia', 'klm', 'iberia']",37,1,4,0,0,1,196
938140484123480065,negative,asi fue el accidente del vuelo 5022 de spanair el mas letal en espana en 2 decadas video ,[],[],[],[],18,0,0,0,0,0,89
950336884206694401,positive, amor en el aire iberia lo hizo ,['26a1'],['Iberia'],[],['iberia'],9,0,0,0,1,0,32
948789329643569152,positive,ryanair apuntala sus rutas en el reino unido ante el brexit con una licencia de operador en el pais,[],[],[],['ryanair'],19,0,0,0,0,0,99
925046175102849024,neutral,sas que no me pasan,[],[],[],['sas'],6,5,15,0,0,0,19
941241537379397632,negative,gracias iberia por contar con comandantes como angel aznarez que siempre nos alegra los vuelos inconfundible ,[],['iberia'],[],['iberia'],15,0,0,0,2,0,109
944020429672538112,negative,pensaba que los a320 de iberia eran viejos pero los 737 de ukrainian airlines es como volar en un lada,[],[],[],['iberia'],20,0,0,0,0,0,102
944263312023457792,neutral,lo robaron miguel angel superman lopez se quedo sin su bicicleta video supermanlopezn iberia nairoquinco,[],"['SupermanLopezN,', 'NairoQuinCohttp://caqueta.extra.com.co/379597?rs=1615755590\\xa0…']",[],['iberia'],15,1,7,0,1,0,104
932935504273772544,neutral,ryanair lanza ofertas para volar a destinos como pisa bolonia o marsella por 5 blackfriday,[],[],['BlackFridayhttp://cort.as/-_Txh\\xa0'],['ryanair'],15,0,0,0,0,0,90
934015383610318849,negative,son muuucho mas ladronas las companias aereas desde que volamos casi todos ,[],[],[],[],12,0,0,0,0,0,75
930196872911835136,negative,en francoland te expulsan de un vuelo por hablar catalan ni en los mejores tiempos de iberia bye bye vueling ,[],[],['francoland'],"['iberia', 'vueling']",20,0,0,1,0,0,109
941755852494688256,negative,las huelgas de ryanair e iberia en los aeropuertos amenazan las vacaciones navidenas de cientos de pasajeros via okdiario,[],['okdiario'],[],"['ryanair', 'iberia']",20,0,0,0,0,0,121
925128381867405313,negative,mido 1 75 los vuelos de ryanair fueron inhumanos ,[],[],[],['ryanair'],9,0,0,0,0,0,49
932883928410677249,positive,con iberia mi destino a un solo click deseadme suerte holacolombia hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaColombia.'],['iberia'],19,0,0,0,1,0,108
944187125066543104,negative,ryanair sufre la primera huelga de pilotos de su historia,[],[],[],['ryanair'],10,0,0,0,0,0,57
941269069818458112,negative,iberia desde el lunes atrapados en amsterdam por tu vuestra ineficiencia pagando todo de nuestro bolsillo locarosalecaro novuelesconiberia,[],['Iberia'],"['locarosalecaro', 'novuelesconiberia']",['iberia'],18,0,0,0,0,0,138
941603380044226561,neutral,yanair reconocera a los sindicatos en un cambio historico para parar la huelga ,[],[],[],['yanair'],15,0,0,0,0,0,79
941233380942901248,negative, personal de tierra de ryanair espana amenaza con hacer huelga el 30 de diciembre ,[],[],[],['ryanair'],16,0,0,0,0,0,82
944295094210977792,neutral,ah desde el pc tambien vuelo con iberia express,[],[],[],['iberia'],9,0,0,0,0,0,47
934721798284996609,negative,llevo 2 semanas esperando eqyipaje perdido reclamandolo cada 3 dias me decis que lo habeis encontrado y ahora me decis que nom vergonzoso iberia,[],['Iberia'],[],['iberia'],24,0,0,0,0,0,144
935026881904209921,neutral,con iberia mi destino a un solo click deseadme suerte holacolombia hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaColombia.'],['iberia'],19,0,0,0,1,0,108
930756908998385664,neutral,no puede resumir mejor todo lo quw necesita un nino para ser feliz,['2764'],[],[],[],14,0,0,0,0,0,66
946830402081128448,negative,mas de una hora de retraso con iberia estan pidiendo disculpas por la llegada tardia del aparato procedente de otro vuelo claro como si el vuelo anterior no tuviese nada que ver con iberia ,[],['Iberia'],[],"['iberia', 'iberia']",35,0,0,0,0,0,189
923949182179856384,negative,ya era hora ,[],[],[],[],3,0,0,1,0,0,12
933392324620705792,negative,la conversacion en el vuelo de iberia ibo522 es de lo mas agradable muchos pasajeros acaban de volver a madrid intentando aterrizar en coruna y santiago ,[],['Iberia'],[],['iberia'],26,1,6,0,0,0,153
935952853277073409,negative, secuestra un vuelo de ryanair nesque no tengo pasta sabes asi que hago dedo ,[],[],[],[],13,0,0,1,0,0,77
943092110563135488,neutral,queridos reyes magos de ryanair os deseamos unas felices fiestas y un feliz ano nuevo 2018 lleno de viajes y de aventuras a precios asequibles ryanair espic twitter com 9cmjit86ur,[],"['Ryanair:', 'Ryanair_ESpic.twitter.com/9cmjiT86UR']",[],['ryanair'],26,2,10,0,0,0,179
934437499937619968,neutral,asi fue el accidente del vuelo 5022 de spanair el mas letal en espana en 2 decadas video ,[],[],[],[],18,0,0,0,0,0,89
936876474765688832,positive,super vuelo y amabilidad de vuestra tripulacion ya en tierra muchas gracias,[],[],[],[],13,0,0,1,0,0,75
948734651832655873,neutral,en caso de ser asi se liberaria un cupo ,"['1f64f', '1f64f']",[],[],[],11,0,0,0,2,0,40
933290732206649344,neutral,con iberia mi destino a un solo click deseadme suerte holaargentina hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaArgentina.'],['iberia'],18,0,0,0,1,0,109
936227127451635712,negative,un aplauso a la web de iberia que no funciona si te conectas desde brasil porque oye quien va a querer conectarse a iberia fuera de espana verdad ntunnelbear de nuevo saves the day ,[],[],[],"['iberia', 'iberia']",33,0,0,0,0,1,181
938013906081140736,negative,cuatro horazas de vuelo infernal de vuelta de suecia en ryanair se perdonan si a la vuelta tengo mi sillita de droxiogaming dios como la adoropic twitter com mt6hczlqcx,[],['DroxioGaming'],[],['ryanair'],26,0,0,0,0,0,168
946808624776646658,negative,gracias no lo sabia pienso reclamar porque nos han dejado sin nada por varios dias ,[],[],[],[],15,0,0,0,9,0,83
930100132925886464,negative,iberia he pedido dos veces la tarjeta de embarque y las dos llego un pdf que no se puede abrir solo ocupa 15 bytes ,[],['Iberia'],[],['iberia'],24,1,3,0,0,0,115
934388259836317696,negative,iberia no puedo hacer el checkin desde ningun lado que problema hay ,[],['Iberia'],[],['iberia'],12,0,0,0,0,1,68
938381043735855105,neutral,me encanta tu respuesta y es muy dificil que la gente tome conciencia la gente tiene otros intereses pero sigan con su bella labor ya habra gente que si tomara conciencia gracias por esa bella labor y continuen,[],[],[],[],38,0,0,0,0,0,210
947186147255635968,neutral,iberia donde puedo confirmar un vuelo londres madrid para manana por la manana ,[],['Iberia'],[],['iberia'],13,0,0,0,0,1,79
941238918787280896,neutral,empiezas asi y acabas disenando la web de ryanair ,[],[],[],['ryanair'],9,0,0,0,0,0,50
936926993194586112,negative,ryanair cada vez es peor me alegro de que me cancelaran el vuelo sinceramente no entiendo por que dan asientos separados la verdad ,[],[],[],['ryanair'],23,0,0,0,0,0,131
935606197549486087,neutral,con iberia mi destino a un solo click deseadme suerte holacolombia hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaColombia.'],['iberia'],19,0,0,0,1,0,108
924974106872897537,positive,beria si tengo mi numero ib y o numero de tarjeta en mi reservacion y compra registre mi ib agradezco la infor ,[],[],[],[],22,2,5,0,0,0,111
940634149727162368,negative,hola he llegado a bilbao pero no mi maleta en el aeropuerto me dicen que me la mandaran por la tarde y me dan un numero de telefono 901 en el que me piden un numero de un impreso que no hemos rellenado pir asi que no me puedo informar ,[],[],[],[],50,1,6,0,0,0,235
926093899910860801,neutral,enviado gracias ,[],[],[],[],2,0,0,0,0,0,16
934369507036094464,negative,iberia para cuando wifi gratuito y con cuotas de mb decentes 4mb en serio ,[],['Iberia'],[],['iberia'],14,2,6,0,0,3,74
934827997500203008,positive,bueno yo con ryanair he volado ultimamente y tambien han mejorado lo que no me gusta es subvencionar una empresa que maltrata a sus empleados ,[],[],[],['ryanair'],25,0,0,0,0,0,142
948560799441842176,negative,con los cojones que teneis las low cost con los retrasos no me extrana que quereis que os diga ,[],[],[],[],19,0,0,0,0,0,95
936621520146911232,negative,16 41 aqui seguimos pic twitter com nvieo4du5a,[],[],[],[],3,0,0,1,0,0,46
934713051475005440,neutral,n iberia mi destino a un solo click deseadme suerte holaargentina hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaArgentina.'],['iberia'],19,0,0,0,1,0,107
944150726674173952,positive,que madrugador el atr buenos vuelos a todos,"['1f499', '2708']",[],[],[],8,1,5,0,2,0,43
923128058646814720,positive,iberia suma y sigue destinia establece conexion ndc nexotur,[],[],[],['iberia'],11,1,3,0,0,0,59
931311872724279296,neutral,con iberia mi destino a un solo click deseadme suerte holaargentina hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaArgentina.'],['iberia'],19,0,0,0,1,0,109
935742385719533568,negative,hola iberia mido 1 75 a lo mejor se nos esta yendo de las manos ,[],[],[],['iberia'],15,1,1,1,0,0,64
944406802791268352,neutral,bueno cuando traigas el del giro marcado con tu nombre que va a pasar lo traes en la mano desde ahora haciendo fuerza por vos grande supemanlopez,[],[],['SupemanLópeZ'],[],27,0,0,0,0,0,145
935493198557872128,neutral,y hace 17 anos no pueden ganar en el monumental algo que si pudo lograr el club iberia bio bio que actualmente esta en el descenso a 3era division 2da diversos profesional nada mas que decir ,[],[],[],['iberia'],36,1,1,0,0,0,191
943853965585846272,negative, he enviado un privado urgente iber,[],['Iber'],[],[],7,0,0,0,0,0,35
937609347374505984,negative,iberia answer me por dios te lo pido ,['1f614'],[],[],['iberia'],9,0,0,0,0,0,37
931525392946663425,neutral,anair busca convertirse en el amazon de los viajes desde sus oficinas en madrid ,[],[],[],[],16,0,0,0,0,0,80
940653573075079169,negative,a ver si nos cuidais un poquito mas y dejais de volar con a319b que para eso somos de bilbao iberia,[],['Iberia'],[],['iberia'],21,2,7,0,0,0,99
934112986788237312,neutral,no se ira de iberia eso lo dejo bastante claro ,[],[],[],['iberia'],10,0,0,0,0,0,47
931451155342794752,neutral,ryanair no se conforma solo con los vuelos,[],[],[],['ryanair'],9,0,0,0,0,0,42
941224991084904448,neutral, que tal esos precios para conmemorar el 90aniversarioiberia ,"['1f602', '1f602', '1f602', '1f602', '1f4aa', '1f4aa', '2708', '2708', '1f44c']",[],['90AniversarioIberia'],[],11,0,0,0,0,1,61
950421746351517696,negative,viajar con ryanair deberia ser considerado deporte de alto riesgo ,[],[],[],['ryanair'],10,0,0,0,0,0,66
933885569112911872,neutral,con iberia mi destino a un solo click deseadme suerte holaargentina hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaArgentina.'],['iberia'],18,0,0,0,1,0,109
941318080067751936,neutral,iberia hola se puede comprar dos pasajes y utilizar solo uno para tener mas lugar,[],['Iberia'],[],['iberia'],14,0,0,1,0,0,81
933788827688333313,neutral,ombresgnet dani mezquita iberia hombresg enanitosverdes1 chicacocodrilog hombresgecuador cmezquitar ya te queremos aqui ,[],"['Dani_Mezquita', 'Iberia', 'HombresG', 'EnanitosVerdes1', 'ChicaCocodriloG', 'HombresGEcuador', 'CMezquitaR']",[],['iberia'],13,0,0,0,0,0,120
945665954028982274,negative,mi salud se esta viendo afectada porque iberia perdio mi maleta con mis medicamentos adentro y no me estan dando ninguna ayuda apoyenme con un rt y like por favor iberia travelers madrid mexico,[],['Iberia'],"['iberia', 'Travelers', 'madrid', 'mexico']","['iberia', 'iberia']",34,1,2,0,1,0,193
950363566661566465,neutral,iberia y air europa lanzan sus rebajas con vuelos a europa desde 29 euros via elpais economia,[],['elpais_economia'],[],['iberia'],17,0,0,0,0,0,93
937469870794592256,positive,con iberia mi destino a un solo click deseadme suerte holacolombia hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaColombia.'],['iberia'],18,0,0,0,1,0,108
944197096219054080,negative,para nuestros alumnos de empresa ryanair cae casi un 20 en la ultima semana quereis saber por que ,[],[],['Empresa:'],['ryanair'],19,0,0,0,0,1,98
941421105423798273,positive,esta mas claro que el agua vas a volver en ryanair ,[],[],[],[],11,0,0,0,0,0,51
930171958792212482,positive,enhorabuena iberia x tener un presidente q promueve la humildad confianza ilusion y humor lecciones de vida y liderazgo mhicareerspic twitter com oars3ht174,[],"['Iberia', 'mhicareerspic.twitter.com/oARS3Ht174']",['Presidente'],['iberia'],18,0,0,0,0,0,156
926940930275512321,positive,holaargentina ojala tenga suerte ,['2708'],[],['HolaArgentina'],[],6,0,0,0,3,0,33
923937163053600769,positive,anair retrasa hasta el 15 enero su cambio en la politica de equipaje de mano,[],[],[],[],16,0,0,0,0,0,76
937409609576435713,negative,saliendo de madrid n n iberia sierranorte lacabrera takeoffpic twitter com lsc0tdrjmn,[],[],"['SierraNorte', 'LaCabrera', 'TakeOffpic.twitter.com/lsC0TdrJMn']",[],7,0,0,1,0,0,85
931045625017356288,negative,por que prenden la calefaccion despues de que me puse la chamarra ryanair,['1f92c'],['Ryanair'],[],['ryanair'],13,0,0,0,0,1,73
941337793497911296,neutral,un rey tormentas y un aterrizaje de emergencia asi fue el primer vuelo de iberia hace 90 anos,[],[],[],['iberia'],18,0,0,0,0,0,93
935880958041034755,positive,en el 2016 nicaragua recibio mas de 100 mil turistas europeos de los cuales el 7 son espanoles por lo tanto la llegada de iberia a nicaragua es una gran oportunidad turistica y comercial pic twitter com t3aopuhckw,[],[],[],['iberia'],34,1,6,0,0,0,213
948234347240357888,negative,volar un 2 01 18 con vueling o iberia misionimposible en bilbao 7 vuelos en las prox 2h 3 mostradores y la cola que llega a la puertapic twitter com p6jzksdbyc,[],"['vueling', 'Iberia']",['MisionImposible'],"['vueling', 'iberia']",26,0,0,0,0,0,159
933075127616593922,neutral,n iberia mi destino a un solo click deseadme suerte holacolombia hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaColombia.'],['iberia'],19,0,0,0,1,0,106
935940445284261888,positive,con iberia mi destino a un solo click deseadme suerte holacolombia hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaColombia.'],['iberia'],19,0,0,0,1,0,108
940989881957920768,negative,iberia llevo 19 minutos al telefono para hacer un cambio de billete y nada,[],['Iberia'],[],['iberia'],14,0,0,0,0,0,74
941959591067308032,negative,espartaco en ryanair nrebelion de los esclavos low cost n,[],[],[],[],8,0,0,0,0,0,57
928026173174681600,neutral,en ryanair y la loteria les ha tocado a todos ,[],[],[],['ryanair'],10,0,0,1,0,0,46
934014179513720832,neutral,y quien sabe si hasta dentro de otros 100 anos no hay otra igual,[],[],[],[],14,1,1,0,0,0,64
943059579759415296,neutral,suerte espero que no te afecte ,[],[],[],[],6,0,0,0,1,0,31
945846260204015616,negative,iberia pierde nuestra valija personal de iberia ezeiza ve hay diferencia de peso y con denuncia policial pic twitter com czmutkl4on,[],"['Iberia', 'Iberia']",[],"['iberia', 'iberia']",17,0,0,0,0,0,131
948651911116414978,negative,un pasajero harto de esperar sale por la puerta de emergencia de un avion,[],[],[],[],14,0,0,0,0,0,73
950401711700668416,negative,hola iberia este ano las ofertas cinturon que sacais siempre en enero cuando salen o es la promocion viaja mas gracias iberiapromos,[],"['Iberia', 'IberiaPromos']",[],['iberia'],22,1,1,0,1,2,131
936873222204678145,neutral,zapatero otro igual que felipe gonzalez negocio con carlos andres perez la venta de viasa a iberia venezuela perdio su linea aerea y gonzalez gano una isla a cambio que ganara zapatero ahora con esta falsa negociacion ,[],[],[],['iberia'],39,0,0,1,0,3,218
948546431186546688,neutral,los vuelos transcontinentales de iberia tienen fama de ser the worst pero como dicen en otro comentario todo depende de la experiencia subjetiva ,[],[],[],['iberia'],23,0,0,0,0,0,145
941342425569689605,neutral,holaeuropa iberia gracias iberia pic twitter com b4quvdxumg,[],['Iberia'],['HolaEuropa'],['iberia'],4,0,0,0,1,0,59
941536242646347776,neutral,iberia se puede viajar con ticket solo de ida teniendo el libro de familia y acompanada de mi esposo y mi hijo que son ciudadanos espanoles,[],['Iberia'],[],['iberia'],26,0,0,0,0,0,139
934077621465382912,positive,n iberia mi destino a un solo click deseadme suerte holacolombia hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaColombia.'],['iberia'],19,0,0,0,1,0,106
941002512148127745,positive,me han puesto en la zona bussiness de iberia jajajajajaja,[],[],[],['iberia'],10,10,48,0,0,0,57
933394802619617280,neutral,ojo que acabo de entrar en la app de iberia x casualidad y ahora lo tengo desbloqueado cuando un tipo por telf me decia que imposible ale,[],[],[],['iberia'],27,1,4,0,0,0,137
935291636661317632,positive,con iberia mi destino a un solo click deseadme suerte holaargentina hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaArgentina.'],['iberia'],18,0,0,0,1,0,109
923963171546771458,positive,muy fan del azafato de muy vuelo con ryanair pongan sus moviles en modo avion y si no tienen ya va siendo hora de comprar un smartphone ,[],[],[],['ryanair'],27,0,0,0,0,0,136
941598645568274433,neutral,aviacion ryanair ryanair reconocera a los sindicatos de pilotos para evitar huelgas fb,[],[],['fb'],"['ryanair', 'ryanair']",15,2,15,0,0,0,86
942409897425108992,neutral, no me cabe duda ,"['1f602', '1f618']",[],[],[],6,0,0,0,0,0,17
941379500084023297,negative,de momento sigue en el refugio asi lleva dos semanas todo por rt si a iberia le preocupara de verdad ya estaria con su familia ,[],['iberia'],[],['iberia'],25,1,3,0,0,0,127
935526924805443591,neutral,podria seguirme y continuar por dm ,[],[],[],[],6,1,3,0,0,1,35
947187385955241985,neutral,feliz ano 2018 desde caturanz camara de turismo estado anzoategui institucion gremial no gubernamental venezuela gersonbastidas9,[],['GersonBastidas9https://twitter.com/Iberia/status/943466011528794113\\xa0…'],"['CATURANZ', 'Venezuela']",[],16,1,9,0,0,0,128
944884515847229441,negative,amigos de iberia menudos impresentables despues de un dia volando vuelvo a casa por navidad y me perdeis la maleta con los regalos espero solucion ,[],['Iberia'],"['navidad', 'maleta']",['iberia'],24,0,0,0,2,0,147
946466976699908102,negative,la maleta sigue sin aparecer y ya han pasado 48 horas esto no es normal necesito mis cosas decidme con quien me puedo poner en contacto para reclamar,[],[],[],[],28,0,0,0,0,0,149
923336158385405953,neutral,vi ese a346 en la vertical del nine ,[],[],[],[],8,1,4,0,1,0,36
941017618491891713,negative,tripulantes de cabina sin experiencia ryanair cuenca,[],[],[],['ryanair'],7,0,0,0,0,0,52
936719342854705152,negative,con iberia mi destino a un solo click deseadme suerte holacolombia hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaColombia.'],['iberia'],18,0,0,0,1,0,108
925274831515521024,negative,si no eres una influencer de internet de esas no te toca nada los de el vuelo lo eran es la explicacion al regalo ,[],[],[],[],24,0,0,0,0,0,114
931257430817861632,positive,con iberia mi destino a un solo click deseadme suerte holaargentina hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaArgentina.'],['iberia'],18,0,0,0,1,0,109
947879053599690753,neutral,arketing llega el primer duelodemarcas de marketingdirecto ryanair vs easyjet nuevo ano nuevos proyectos e ,[],[],['duelodemarcas'],"['ryanair', 'easyjet']",17,1,2,0,0,0,107
933675511380836352,positive,blackfriday ryanair oferta vuelos a 51 ciudades desde 10 euros para volar entre diciembre y abril desde alicante via informacion es,[],['informacion_es'],"['BlackFriday:', 'Ryanair']",['ryanair'],21,0,0,0,0,0,131
947126193614217217,negative,cuenta la leyenda que un avion de ryanair salio sin retraso,[],[],[],['ryanair'],11,0,0,0,0,0,59
948579487695998976,negative,iberia yo entiendo a los empleados pero tambien hay que entender a los que llevamos 3horas38minutos de pie en la cola ,['1f623'],['Iberia'],[],['iberia'],21,0,0,0,0,0,118
927281269892943872,negative, segundo tiempo cobresal 2 0 iberia n primerab,['23e9'],[],"['Cobresal', 'Iberia\\n#PrimeraB']",[],6,2,15,0,1,0,46
943231923496931329,neutral,ryanair me da la vida dandome pasillo pal jueves,['1f6e9'],[],[],['ryanair'],9,0,0,0,0,0,48
947861660391395330,negative,creeis que iberia le pagara los arreglos de la bici a ivan cortina creo que no,[],"['Iberia', 'ivan_cortina']",[],['iberia'],16,0,0,0,0,4,78
923534457805656065,neutral,vueling se pueden fusionar los avios de vueling con los de iberia ,[],['vueling'],[],"['vueling', 'vueling', 'iberia']",12,0,0,0,0,1,66
941624434955255811,negative,si hoy 15 de diciembre de 2017 siglo xxi ryanair acepta los sindicatos los pilotos ganan ryanair acepta que existe la representacion laboral via hosteltur,[],['hosteltur'],[],"['ryanair', 'ryanair']",26,1,4,1,0,0,154
941842149422850053,positive,me ha gustado un video de youtube ryanair vs emirates ,[],['YouTube'],[],"['ryanair', 'emirates']",12,1,2,0,0,0,54
947133116409438210,negative,para un vuelo puntual verdad o tenemos que acostumbrarnos a ver los aviones de iberia operando en barcelona para flywithleveles ,[],['flywithlevelES??'],[],['iberia'],20,1,1,0,0,4,128
945791906633650177,negative,asi fue el accidente del vuelo 5022 de spanair el mas letal en espana en 2 decadas video ,[],[],[],[],18,0,0,0,0,0,89
927862700671209472,negative,ryanair metete tus recordatorios del check in por donde te quepan porque no pienso coger ese vuelo agita el puno ,[],[],[],['ryanair'],19,0,0,0,0,0,113
930864856365969409,negative,iberia es de las pocas companias que no entiende el valor del tiempo de una persona es vergonzoso su trato al viajero y deplorable su modo de comunicar una pena que sea marca espana algo de tan bajo nivel,[],['Iberia'],[],['iberia'],39,0,0,0,0,0,204
942710231297155072,negative,son todas las maletas en todos los enlaces y fueron 3 rectificar vuestra politica de operacion no tiene ningun beneficio para nadie ,[],[],[],[],22,1,1,0,0,0,132
938042797935996929,neutral,iberia rindio homenaje a los damnificados del huracan maria en puerto riuco en la exposicion que iberia ha organizado con motivo del 90o aniversario de su fundacion en el centro cultural conde duque de madrid,[],['Iberia'],[],"['iberia', 'iberia']",35,0,0,0,0,0,208
944789880617558016,negative,de esto que la cola de check in de ryanair es mas rapida que la de air france estapasando vuelveacasavuelvepornavidad,[],[],"['estapasando', 'vuelveacasavuelvepornavidad']",['ryanair'],19,0,0,0,0,0,117
943890183438721024,negative,asi fue el accidente del vuelo 5022 de spanair el mas letal en espana en 2 decadas video ,[],[],[],[],18,0,0,0,0,0,89
937402309709099008,neutral,a mi me paso con vueling pero avisaban de que kas tarifas eran incompatibles,[],[],[],['vueling'],14,1,1,0,0,0,76
940854679516393472,positive,en elconfidencial las low cost como easyjet bajan aun mas los precios para salvar el efecto cataluna ,[],['elconfidencial:'],[],['easyjet'],17,0,0,0,0,0,101
936958531898609664,negative,iberia cualquiera entiende que el espacio es finito lo que no se entiende es que el proceso de retirar el equipaje necesario sea caotico sin criterio y penalizando a los primeros que estaban esperando ,[],['Iberia'],[],['iberia'],34,0,0,0,0,0,201
942689280652169216,neutral,vueling podeis informarme en que nos afecta la huelga de iberia en el prat a mi vuelo del 21 12 2017 gracias ,[],"['vueling', 'Iberia']",[],"['vueling', 'iberia']",20,0,0,0,2,1,109
936954682983010304,negative,no se puede desentender por reglamentacion internacional ultimo transportador es responsable convenio de montreal,[],[],[],[],15,0,0,0,0,0,113
933615429108498432,positive,iberia tendra nuevas conexiones en 2018 desde el aeropuerto de madrid hacia managua y san francisco,[],[],[],['iberia'],17,0,0,0,0,0,99
931243361813409792,neutral,hola nueva iberia fincasdeturismo paquetesturisticos casascampestres ntel 3228328 3213024788,[],[],"['FincasDeTurismo', 'PaquetesTuristicos', 'CasasCampestres']",['iberia'],9,0,0,0,0,0,92
944620375996092417,negative,no son los unicos cc sessigob,[],['SESSIGOBhttps://twitter.com/lostesdefran/status/944618387543592961\\xa0…'],[],[],6,0,0,0,0,0,29
935593084468985867,neutral,hola antonio si quieres que te ayudemos a solucionar las dudas que puedas tener con las tarifas escribenos por privado con los detalles por favor gracias ,[],[],[],[],26,0,0,0,1,0,154
944417892933816321,positive,gracias mis afectos desde rd felicidades ,"['1f1e9', '1f384', '1f936', '1f385']",[],['Felicidades'],[],7,1,3,0,0,0,41
926165657808281600,negative,nadie en el tercio sabia nquien era aquel legionario ntan audaz y temerario nq a la legion se alisto nhuelga general ntoda iberia n norden imperial,[],[],[],[],19,1,8,0,0,0,147
938358188625268737,positive,ryanair vuelo madrid fuerreventura ya 1h de retraso y ,[],[],['Ryanair'],['ryanair'],8,0,0,2,0,0,54
923929889723600896,neutral,iberia a que precio estan los vuelos a republica dominicana hay descuentos por volar desde una nueva republica a otra ,[],['iberia'],[],['iberia'],20,0,0,0,0,2,118
941632770518016000,neutral, unionradionet ryanair reconocera a los sindicatos de pilotos para evitar huelgas,[],[],[],['ryanair'],14,0,0,0,0,0,81
